,index,id,theta1,theta2,theta3,theta4,theta5,theta6,thetad1,thetad2,thetad3,thetad4,thetad5,thetad6,tau1,tau2,tau3,tau4,tau5,dm1,dm2,dm3,dm4,dm5,da1,da2,da3,da4,da5,db1,db2,db3,db4,db5,target
11,7550,7550,-0.108985498,0.451723615,-1.27549023,-0.747800082,-1.086642546,0.947945646,-1.733758857,0.110651358,1.862672066,1.336846708,0.612930105,1.468325771,-4.536494136,-73.70348462,-37.91880848,8.171973786,66.58465632,1.937465904,2.382848034,2.789845435,3.380734079,1.260755819,1.386431203,1.372439966,1.363812496,0.62050108,0.23461222,0.41771799,2.44924901,2.255440282,1.047046359,2.088938314,-0.000283231
12,6162,6162,1.897627674,-1.849287928,-0.908761436,-1.768846598,1.654555528,0.187274729,1.746583298,0.624105046,-0.497198075,1.279285435,2.839199754,-2.850621785,-33.75864693,36.10316377,48.81265922,-11.88677786,49.08470819,0.988268306,1.109457469,0.532308018,1.539109583,2.220287715,2.777794387,0.799517972,0.740426129,1.506194834,2.188785901,3.531762016,2.846666513,1.096747379,1.889225273,2.471561259,0.452937545
13,4741,4741,-1.103254693,2.051840701,1.2255861,1.638285835,-0.995205743,2.573459431,0.481310799,1.025078672,0.174601705,1.682892716,0.818213619,-1.658260727,-29.28763859,33.41382357,-26.06916365,69.77241886,54.31406479,1.666979574,2.557709913,2.054176433,1.93451152,1.395580449,2.121045773,2.019165602,2.584125081,2.043827088,1.631255126,1.223558897,2.535710789,1.130351289,2.37130713,2.428281597,1.31060852
14,7429,7429,2.185063258,-1.499339512,1.211359792,-1.838741635,2.267539439,-1.461705353,1.287934965,0.233953116,1.100110211,-2.344207709,0.717681291,2.031399339,3.146763168,18.29919081,9.049926338,19.25141079,74.11385831,0.59712918,1.177473267,0.950941803,1.214742069,0.419126374,1.371975606,1.252370932,1.851726342,1.656814154,2.381737079,1.055014132,1.37753946,2.550516814,2.120887634,2.577353611,0.878109877
15,8155,8155,2.107512076,2.06172333,0.844285249,1.241979861,-1.079219981,1.1411109,1.983761732,2.51453429,-1.408173435,-0.646973787,-0.545999319,-0.648569747,56.99188294,13.02978211,-73.95300844,-61.67584809,-66.21858473,0.066545115,1.23933467,2.044038799,2.06682983,2.798203738,1.25218968,1.343628563,0.727084042,2.895830908,0.762095941,-0.077400435,1.044946537,1.433763273,0.969277181,3.274033935,1.063544927
16,234,234,1.11154094,-1.019168603,1.929378048,2.717858047,2.027522924,-0.530001873,-1.226126087,-1.957725945,-0.423100934,1.714946151,-0.075222344,0.335838249,70.35894583,-26.53275261,-25.16772554,59.28322433,-7.711053489,2.447360216,2.120756631,2.583584014,0.719091935,1.225705778,2.326301351,2.429342622,1.046288499,2.482799013,1.662155954,0.62474345,3.648545644,2.2243426,2.388099685,1.210386798,-0.297407904
17,5327,5327,1.51526726,0.558052102,-0.081389309,1.114275888,-2.033808931,1.751498701,-0.430609018,-0.636641019,-1.629710696,0.764556975,-0.822772993,0.836727841,-34.94116772,-20.34017591,17.38184164,-7.934763616,-2.781329357,1.743251374,0.827187202,1.766404475,0.352112556,0.502971776,1.539523161,1.282650797,0.709149304,1.492308894,1.245011118,1.973498374,1.97579087,1.423878111,0.362709209,1.3410231,-0.010795486
18,7725,7725,1.180090006,0.868562637,-1.880545603,2.481178731,1.700257571,-1.456945095,0.81364581,-0.593040935,-0.933662863,-0.737712453,-0.071843043,-1.096886973,-55.42560661,5.238563258,-38.4088931,16.36705347,32.71901773,1.760086473,1.743129655,4.362152989,1.015056997,0.867220372,2.579815258,0.540652007,2.608969839,2.354657075,1.218429014,0.880843786,1.382092358,2.113994565,1.513017882,1.621377535,0.623091465
19,879,879,2.091796195,-1.479936457,2.374916049,1.807799026,-0.581745152,0.545552828,-0.950303137,0.312341421,-1.570383387,-0.965098336,1.619917634,1.69836369,55.25943768,58.95360297,1.47821991,-61.56429903,36.22179131,0.829903671,1.887298311,1.888440827,2.211562415,0.6834555,1.617218782,1.653375683,1.383052708,0.597851359,1.200548769,2.93840098,2.017668619,1.655601135,2.088483044,2.673296526,0.327127224
20,3439,3439,-1.808339375,-1.468942489,0.429142352,0.320546844,1.800987659,0.370865085,-2.115266662,0.116087579,3.007767671,2.281360593,0.88108811,-1.419405974,17.59296457,-51.10098723,58.05161414,43.70964452,-12.12440977,2.798865904,1.806267294,0.612013856,0.986044241,0.528261429,2.002799665,1.488859875,1.966092135,2.734044096,2.488709512,2.134547371,1.511467113,1.899073157,0.7427837,1.100346687,-0.019874859
21,7930,7930,1.350007834,3.143239554,1.776291852,-1.806127863,2.729307277,-0.373617719,1.427789585,0.610194802,1.788951772,0.083960263,-1.512038301,3.107600547,-24.31555122,9.667581628,21.98106243,-51.65724285,-14.60112774,1.4903513,1.504064106,2.285143754,1.722783067,2.893896363,2.359862417,2.6674682,1.150476118,1.113658096,2.883937132,1.453834343,1.560529648,1.761468306,1.20984858,0.440309465,0.805607557
22,7712,7712,-1.464883965,1.991505103,-1.034243438,1.779708789,1.511542921,1.04325087,-0.780794881,-1.842114647,2.638947558,2.628870694,0.288847272,-0.838967982,-13.05669687,-39.63397607,32.81036026,-44.45600407,-17.52981915,2.222972082,1.97210236,1.614278884,1.745652781,1.572925952,1.935232688,0.432508539,1.626329058,2.849552549,1.383591758,1.260318346,1.710430915,2.655260908,0.190260426,-0.121774495,-0.207907348
23,746,746,-3.648469752,2.712716975,-1.39309269,-2.273211687,2.268273553,-0.757482387,-0.753905513,1.375598547,-0.057731694,2.091331985,-2.445720788,-0.212286161,-5.429796729,-12.88795101,-44.49165104,-6.464417895,-69.26106664,0.736186628,2.752073163,1.735409007,1.0487906,2.385866162,1.112981731,0.69497346,0.025444812,1.368938573,2.039421697,2.786110109,2.334371025,0.466298375,1.303302066,1.336595544,0.069828639
24,2456,2456,0.544085684,-0.171549779,0.92457804,-0.498777981,1.98369058,-0.216725151,2.555871276,1.164336485,-1.379678482,1.0781001,2.095326034,-1.917308556,-41.20398117,26.03568553,16.52739107,-73.5097324,56.4842221,0.902651233,2.286579556,2.803837864,2.057161513,0.456101433,2.062084174,1.301641973,1.69396117,1.066516025,3.447369518,1.325805988,1.92658883,-0.036379121,1.751963598,-0.143837466,1.385128034
25,5395,5395,-1.494939152,-2.203461337,0.057659964,1.481348518,-2.592358786,0.532405561,2.247137928,-1.815094858,0.307535781,1.555810204,-1.027482503,-1.982940413,-45.99622934,-49.08990905,37.52450317,22.48749497,4.888514278,1.444749051,1.525014707,2.923359814,0.510897441,0.469014756,3.065585522,1.204389978,1.835486276,1.629090125,1.451393698,0.964983273,0.735950488,1.522929652,1.00933042,2.016715799,0.168792496
26,3339,3339,1.683903646,-0.857523011,0.017904134,-0.027177528,1.709054114,-1.254708333,0.10381013,0.813826857,0.306840387,0.863818067,2.429225329,-1.08648877,-53.27460749,-15.91564391,20.79144955,11.35727977,-32.71049608,2.793622684,1.893757713,2.412652324,1.626605357,1.26532748,2.895221632,0.255101661,2.269399573,0.512337342,2.209716573,2.190772056,1.804185707,1.124704127,1.993572676,2.791749035,0.363640919
27,7806,7806,-0.285905833,2.412805228,0.526586772,2.835780309,-0.204416001,2.171906332,-1.178531288,-1.417671813,1.615537707,-1.473955949,-0.861885663,-1.370417705,72.05103288,-44.41385078,-45.13585597,-2.302146287,38.80820115,1.202436144,2.756611075,0.381804821,2.461070294,1.986590731,1.857242167,2.287811866,2.650602799,1.223280601,1.689149499,2.600864961,1.456071125,1.71637945,0.620148941,0.262594008,-0.026178053
28,338,338,-1.01215418,2.714552666,-1.413650875,-1.698546085,1.270971181,1.716675457,-0.294760781,0.759283297,0.244170243,2.427501651,1.774788597,0.20541183,54.33960506,-49.2006923,-66.8646474,75.39168276,6.97693151,1.532156356,1.766043559,0.788755545,0.835370784,2.215064664,2.029872898,1.86660332,2.064451563,1.362063835,1.27621825,1.60469044,1.949702713,1.844518104,0.659458527,1.277960971,0.439343332
29,1073,1073,0.433319659,0.80341843,2.167962065,-1.36517939,-2.647268729,-0.795580752,2.502400712,0.975346311,0.72992393,0.180580021,-0.279708041,0.991249351,54.86085323,-71.96663844,-45.35696455,-16.90820869,11.57509131,1.527648964,1.899257553,2.307202988,-0.457302074,1.021130224,2.654771404,1.459860168,2.676668845,-0.482141166,2.802725639,2.866752082,0.263061532,1.501912599,2.378469073,0.082617223,0.624127345
30,1403,1403,0.089523303,-0.615293183,0.530434539,1.346232887,-1.933247981,-1.653214047,-2.397067336,-2.428060267,1.559595715,-1.055297857,1.944176356,2.051670054,4.895223569,35.03335007,9.532895391,32.36601765,26.30108268,1.450330373,2.62240949,1.184174065,1.670157136,0.26323755,1.034779776,1.024644306,1.20452428,1.644225702,1.971305729,1.930815772,0.978292098,1.39329771,0.954806998,1.668619998,0.562637352
31,7923,7923,-1.520846965,-1.996734863,-0.68995962,0.493149774,2.013020197,2.084778515,-0.339567394,-0.874565247,1.921780658,1.908064531,-0.967732334,-0.569852582,-1.960358049,56.52582112,-74.19353119,60.83392887,-36.09937288,1.783948311,-0.510703805,1.399172007,1.252906722,0.540005404,1.233429286,2.274499975,2.732933355,1.404540989,1.55128503,1.352449703,0.600449682,0.782217138,2.940818385,2.074489271,0.717755506
32,2570,2570,0.09670082,0.274970159,-0.076477189,-1.669502636,1.658769023,0.313829477,0.934966323,1.883127355,0.758682505,-0.010012497,0.734756713,-0.301468679,-43.73698404,40.55292318,68.07499005,38.33304642,23.54797964,0.016488966,1.862043527,1.502435651,1.6721354,2.816754426,1.080878411,1.315865705,1.413313991,2.205072829,1.423706869,1.518238094,1.909376396,0.484452935,1.400302514,-0.299469953,0.249662327
33,1667,1667,2.595230597,0.397037908,-2.008957213,-1.052630145,1.711018057,-0.937551316,-0.686133181,0.557985749,-0.624208185,-0.773547779,2.585234273,-1.848962094,14.24527598,-3.945370132,3.984772483,28.29200422,-25.82088164,3.0272778,1.500789422,1.193292231,0.880353587,2.852720919,1.292854073,0.617722373,2.1644838,2.184710654,2.558830662,1.679062786,2.433580909,2.267103014,0.841862788,3.396477664,-0.159316328
34,1218,1218,2.563978334,2.250235123,-0.774642777,-1.982132957,-1.087883387,2.463371394,1.790374397,-2.023486618,-0.490339875,1.611101825,-1.833372053,1.279023607,-72.41268282,64.80300901,32.09714742,-37.44826551,-52.26495853,0.246563672,0.079258347,0.820432298,1.66934882,1.956981032,1.851915891,1.484436029,2.257011636,0.82353462,1.855497857,1.255492805,1.705302158,0.77755701,3.421748135,1.763296477,0.479343242
35,7540,7540,0.443428053,-1.224266516,-2.036323573,-1.904182782,0.708480249,-1.462639559,-2.446407036,-1.265115274,-0.571856758,-0.902878496,1.136311865,-1.453463727,-26.29030485,1.501399525,-27.6302956,17.98300795,13.27188239,1.850457728,1.581282093,1.971194684,2.484534588,0.908970324,0.245061736,-0.221902002,1.797569481,3.274219171,1.999387793,1.807491926,2.371117523,2.792437938,2.416359988,1.664299209,-0.549149895
36,7431,7431,-1.074372432,1.221074294,1.456511582,-1.829412189,1.297022876,1.991622128,1.570906864,0.760976087,-1.854681878,-1.643498674,0.838910024,2.463020874,-53.1113114,57.3891263,26.11098749,-19.47114869,-47.41277899,0.847258495,0.355738484,0.137135679,2.91391897,2.590472754,2.294483844,1.603549749,0.343098175,2.581297756,0.825871855,0.684103209,1.068425816,1.524676679,2.936526355,1.113641255,-0.103930386
37,5477,5477,-1.493124006,-1.099982914,1.121270779,-0.837627425,0.965802042,1.97859807,-1.045947139,0.005718171,1.013986707,1.08972678,-0.627978044,1.054544892,44.65642789,-48.84952983,-70.50687682,28.20867836,-41.09133525,1.531858777,1.840000594,3.076399127,2.744547313,1.838959008,1.643642378,2.258012813,1.632863513,1.074966691,2.05782075,2.033459527,1.491767726,2.766944155,1.620365721,0.932199336,-0.176978095
38,6589,6589,-2.270236943,1.888739837,-2.221580137,2.292561343,2.424859251,-0.458856705,-2.064340586,1.286912385,-0.251760559,-1.28550236,0.020900872,0.731595708,57.60244715,-25.74488305,-23.26382696,49.73793322,11.72100108,2.040410714,2.795307833,1.502684855,1.609083441,2.464722265,1.132077777,2.38388259,2.148169276,1.696531923,1.00888847,1.221219234,1.012885855,0.353479333,0.887361648,2.582978226,0.552556845
39,3146,3146,2.441414375,1.174772816,-0.917767961,1.091305517,0.176723419,-1.465151523,1.59643224,0.871509123,1.719543809,1.718587347,-2.456058749,0.999255106,29.71655009,-53.24400051,27.55865731,-25.8650912,38.87108668,0.936067649,1.44909295,2.270722242,1.752267423,1.032486198,1.995033069,0.572159213,1.148306338,2.196893185,0.880337003,2.564601313,1.280279361,2.196350474,2.992666988,2.776615336,0.409585472
40,7132,7132,-0.947101864,-0.162543006,0.740018844,-1.060470445,-0.401066505,0.94716821,0.358479636,-0.022758586,2.109007564,0.552455036,-0.090214642,2.603779177,26.52560506,74.98533418,-21.03616012,11.23819817,-52.43815451,2.266176635,0.030397175,0.92877843,1.372019644,1.587185674,1.504128472,1.397751044,0.65442021,1.086911213,1.834492975,0.851290036,1.695229238,1.050110102,0.878769137,0.596397688,0.11489676
41,1003,1003,1.23276042,0.319873876,-1.672451222,2.963178059,-0.946682625,1.062820655,2.254277827,-0.794101739,1.078175567,1.534044772,0.61288769,-2.384837891,71.07482527,-0.84759871,16.79412343,-58.15430491,19.80863321,0.954178504,1.637317154,1.219386937,1.721562416,2.691780909,2.670882502,2.356793169,1.83100437,1.885098805,3.613514205,2.050469816,0.824849109,1.154022269,0.644752901,2.200503002,0.575864513
42,4706,4706,0.577540516,1.102111392,-0.384673321,-0.767561737,-0.140374438,-0.443373925,-1.411932827,0.945797523,2.287524572,0.796417325,-1.614877163,-1.200151052,-8.561531501,18.87455496,-5.29139345,58.51232614,-52.88780267,1.759623644,3.143529294,1.964975416,1.672180397,1.023094409,0.34681763,1.601643548,2.48352729,-0.085355666,2.953760407,0.918400538,0.473183119,2.75835016,2.497684504,1.173284571,0.4082216
43,5348,5348,-1.647263973,0.694503099,0.900992811,1.710742052,-1.450268388,1.367209849,0.673923673,-0.493460292,1.315050489,-1.898945039,-2.119412477,-1.76886164,19.4572668,6.659377578,13.81877059,43.46332042,9.391009551,0.841931745,1.122038813,1.128422829,0.02257844,1.676063398,0.669585568,0.11571398,1.781957852,0.856190125,0.867740849,2.382965661,0.788694244,0.055476344,0.59661548,1.919739005,-0.427757401
44,4022,4022,1.44457797,-1.210814154,-1.748843874,-0.67286474,-0.30025121,0.061126167,-1.07035816,1.33841382,2.825101707,-2.535148775,-0.594828505,0.675128105,-44.62415514,55.60980285,71.83978972,-39.33677128,-61.22569273,1.828218744,1.763982878,0.862480979,0.585408246,1.372429985,0.956086933,1.897723227,3.253226783,2.733465531,1.508068726,2.214111143,2.254248688,1.87589037,2.744579478,1.993429386,0.322895048
45,1272,1272,-1.554554147,2.114879186,0.653724664,1.3203011,2.325123885,2.655026841,0.618857152,0.94107938,0.162548922,-1.392745734,2.27357646,-0.448923001,-7.740548702,4.137944358,-31.00819031,43.91691685,50.08470854,2.138773411,1.05210785,0.609676773,0.218347531,0.500696914,1.021043494,2.282781936,1.542112889,1.866725168,2.049165662,1.984842772,1.56759789,1.194240494,1.398609516,1.331601247,0.344168822
46,2247,2247,0.16526737,-1.991402026,2.389439031,-1.576236327,-1.447848538,-0.063660874,-0.98816827,-1.486434283,-1.131513973,-0.89266004,-0.224301208,0.766061707,40.53497285,-56.65965565,62.28131193,35.07839358,-27.60987517,1.765960513,0.98107776,1.392647459,0.985972928,2.895106715,1.607798063,-0.212350838,0.57051569,3.196464009,2.025287215,0.517950808,2.961393125,0.465966942,0.215715658,1.939707922,-0.220483321
47,8144,8144,1.502356523,1.493379782,-0.68657595,1.248145201,-0.933313134,-0.754896078,1.10276419,-0.323949051,1.083219274,0.96850361,0.180480979,2.205086877,8.510783873,-65.1899673,-37.81644533,-0.704503137,-5.821964358,2.111323999,1.832684121,0.447012955,0.779294382,2.016257751,2.404940128,1.331343639,0.662488825,2.900875675,-0.543526185,1.875284474,0.431748474,2.361583725,0.630145906,1.389676857,-0.10098473
48,5957,5957,0.017017871,-2.020293268,-0.583248256,0.887209235,-2.629449574,2.168421407,1.822066089,0.478598069,2.071724157,0.276552103,-1.880522028,1.529632713,-49.17368145,-1.918667844,35.4220282,-49.82657236,-55.16443229,1.063565351,2.966315932,1.722975349,0.971330926,1.448415007,2.989400716,1.143367061,1.02779318,3.042923502,0.025548081,1.470271619,1.870345913,1.298351921,1.384788148,1.558758932,0.288876966
49,890,890,1.060705409,-2.129468042,0.107995942,0.349235895,0.975211961,0.340343076,-3.014886618,0.074855893,-1.932808044,-0.218327818,-0.79470152,-1.453145866,2.318093556,-60.85537788,-17.69280602,-63.7962803,-39.7534306,0.98760199,0.426191723,2.323444527,1.903584513,1.258894663,0.822343662,0.424144608,1.781586478,1.362461745,2.123496843,2.57755312,1.119759243,1.527855802,1.564724508,0.970631817,-0.491739918
50,2341,2341,-0.412140259,0.140124161,-0.014445245,0.049949444,0.51523501,0.412690336,-1.380522678,1.2781012,2.387160579,-1.181086557,-0.198125697,-0.785847293,62.48099316,33.43793848,55.71883951,-5.175175504,49.25566011,1.832637038,2.711621875,1.324025092,0.118518342,1.001209661,1.287219585,2.198110669,-0.840440984,1.345930174,2.123465856,1.892651128,1.456585093,1.226225746,1.278974029,1.660217798,0.123857427
51,1001,1001,1.946235494,-2.105102527,-0.96673947,-2.075398252,-0.498025395,0.422590107,-1.38791858,-0.706399739,-1.858784928,-2.34106455,-1.300212877,2.238116874,-60.26230018,64.26721691,28.44696519,-30.41632283,-9.348630651,0.125213241,1.848460647,0.104653268,1.510949099,2.028750583,0.725967523,0.823691687,1.298283529,1.361044778,2.442642035,1.452432973,0.759541092,0.880720776,0.041367461,2.464382723,0.66888033
52,3034,3034,-0.083285501,-0.141751718,-1.822419244,-1.207073261,-1.985521733,1.860847028,-1.476463894,-0.285145742,1.994385043,1.062870826,0.458353044,0.800134658,48.30604475,54.12412601,15.51959291,40.66225812,53.51855343,1.756433303,2.194529511,0.36429477,1.320417014,1.664592304,2.173860073,0.811842426,1.268429709,2.649373865,1.268208892,1.481483907,0.462034649,1.052087052,1.431014371,2.010549859,0.193729752
53,3634,3634,3.224246174,0.599442049,-2.552625334,1.992783228,1.427256398,0.603879918,-1.577255711,1.441937758,0.60290679,2.274829309,1.459151705,2.160406222,-11.43878697,-60.39756713,18.63990223,20.43538763,43.44882207,2.467221088,1.518357457,0.62266217,1.828035762,1.426398182,1.217053255,2.190699259,1.431619188,0.770786698,2.925599187,1.001912934,2.255145464,0.908888549,1.107554506,0.862124031,0.049495979
54,897,897,-2.167254289,0.750495791,-0.003067983,-1.554103174,1.634465949,1.833237006,-2.283323438,-1.046708084,1.805393881,-1.884026045,-0.998277129,2.059055921,-66.07403947,-42.08049267,56.74888759,64.26162938,43.39047713,1.366076044,0.972755207,2.729915826,2.189130738,3.024818547,2.025369123,1.267659374,2.452768673,2.333898598,1.849958956,3.554186404,1.407907761,3.285524509,1.32985369,1.581900116,-0.090470589
55,6978,6978,-1.528418792,1.551017727,-1.830444656,-1.89392098,-0.088973797,2.798171521,-1.741089894,-1.924803919,1.218425198,-0.820388557,-1.487907058,2.44998684,49.48802159,-65.87738545,-36.54479258,60.70619128,28.92433064,1.49988922,1.996494959,3.324097061,1.400935345,0.722765042,1.329881576,2.546901665,0.939830751,0.666246022,1.657620408,2.193586484,1.208223174,0.304242412,0.87336278,0.347999059,0.014327593
56,193,193,0.257731766,1.075831332,1.527224671,0.852985314,-0.015331078,2.73504685,1.045350654,2.143993868,0.911872045,0.162574469,-0.084571257,2.015935234,18.80312363,52.42968283,5.649791252,-10.93507028,63.78427716,1.144203303,2.399452754,1.579551392,2.763376277,1.238535424,1.292343201,1.287557764,2.581334334,1.226702437,1.681406789,0.220076898,1.628993856,2.023969023,0.213340456,1.06934269,0.380212337
57,2866,2866,-0.146953773,2.283246307,-1.095876711,-0.895258114,-0.842257146,0.922141522,-3.556290035,0.30669978,-1.881037096,2.351671423,0.247362521,1.825588504,18.71796908,53.20995316,-3.928445738,51.2481593,50.33656175,1.913850753,2.344991856,1.454908758,1.71450375,2.163851691,0.72268976,1.398055661,0.816400669,2.129584111,0.776879082,0.481999205,2.030198872,1.372026466,2.348286049,2.021046237,-0.674506347
58,3255,3255,-1.090389933,2.493494032,2.509277125,1.963662621,0.589893231,-0.576842187,1.10443807,2.449608002,-0.737388575,1.033624276,1.483745191,1.290744221,3.682529059,-67.38518794,7.185838871,55.7732046,33.27587847,2.316263717,0.783361899,1.123777264,0.652430762,0.751502622,-0.405354579,2.784339019,2.312705124,2.557682735,2.61231858,1.500360919,2.569515352,0.144914191,-0.132072179,1.172865568,1.134928748
59,5104,5104,-2.415904937,-0.426534804,-1.035924181,3.006758711,-0.529017084,2.172303466,-0.292775594,0.066909917,0.126254196,-1.709896793,-1.434706023,1.366903358,-35.2591469,27.46009993,70.19351876,-36.85622919,72.98601252,-0.149595192,1.230953211,1.335214067,1.441468546,1.78123525,1.363900928,1.306122265,0.243978998,0.464456129,0.65176413,2.435836184,2.041924033,-0.343203012,0.006393074,0.427868594,0.372470633
60,3917,3917,0.047380809,-2.750054098,1.2026325,-0.702574505,-1.139911992,0.328732076,0.26059442,1.004955085,0.428463396,2.020940266,-0.489113346,0.655512468,74.35215708,5.856956937,-58.63041689,49.31788267,47.51067854,0.756647943,0.754862029,2.158309054,2.028171352,1.78249492,1.623806389,0.981610043,0.105399725,2.248332034,0.20571377,1.165831772,0.906521463,0.597649913,1.309891344,1.802560298,0.519453238
61,1638,1638,2.642172398,-1.631476486,1.979846675,-0.723311535,-0.929384822,1.54476385,1.23075224,-0.555120032,0.898113111,2.009020534,-0.884084148,-1.233024616,49.88257998,14.25766383,68.34037284,-9.807332558,-50.51804199,1.910962988,2.185910062,2.136902265,3.072840088,0.60280127,1.3121806,2.180501227,0.460627843,2.690294072,1.335885428,0.862647436,2.175766828,1.382709346,2.276700837,2.337285297,0.432784259
62,6096,6096,0.313451136,0.66196584,-0.657365651,-1.833561964,-1.760938151,0.434127914,-0.236096167,-2.05333565,1.416893675,2.699832038,-0.957821848,-1.967041024,42.29869315,15.38178337,-30.43449113,-34.88575923,-30.39186462,1.324875652,0.386086049,0.843554366,1.147438462,1.334108732,2.292139549,2.836104959,3.236474921,2.099810161,1.942597793,0.324826858,1.057604725,0.411269241,0.010715727,0.362337115,0.082034677
63,8010,8010,2.350563724,0.513837034,0.905073352,-2.127224321,-0.67281993,2.485788681,-0.929925188,-0.305740156,-0.235679258,1.74700786,-0.790344928,1.401678753,46.05031167,-54.72522511,11.46324808,14.72509367,-68.9614334,2.287942564,1.492551894,0.727571069,1.220671719,2.653428505,1.651515846,2.528965847,1.170092297,0.884615872,0.918165625,1.983461333,2.416781995,1.749310272,2.542421868,0.222275097,-0.31808687
